Age,Profession,Marital Status,Education,No of Dependents,Personal Loan,House Loan,Wife Working,Salary,Wife Salary,Total Salary,Make,Price
56,Software Dev,1,Bachelor's,2,0,0,1,78897,54251,133148,Bajaj Chetak,124194
20,Businessman,1,MBA,2,1,1,0,82017,0,82017,Revolt RV400,124086
20,Consultant,1,High School,0,1,0,1,74592,41512,116104,Pure EV EPluto,99054
40,Businessman,0,Master's,4,1,0,0,254066,0,254066,Simple One,111501
34,Doctor,1,Master's,2,1,0,0,62443,0,62443,Okinawa iPraise,112485
36,Govt. Servant,1,Master's,3,1,1,1,75765,59791,135556,Bajaj Chetak,125115
41,Engineer,0,High School,3,1,0,0,33147,0,33147,Ola S1,117006
57,Businessman,1,Doctorate,0,1,0,1,275002,82214,357216,Simple One,112061
54,Doctor,0,Master's,3,1,1,0,68424,0,68424,Okinawa iPraise,105719
35,Engineer,1,Doctorate,4,0,1,0,75726,0,75726,TVS iQube,111989
27,Doctor,1,Master's,1,0,0,0,237266,0,237266,Ather 450X,147122
36,Govt. Servant,1,Doctorate,4,0,1,1,75825,33991,109816,Ola S1,112248
36,Consultant,1,Bachelor's,0,0,0,0,199228,0,199228,Revolt RV400,138948
45,Consultant,0,Bachelor's,1,0,1,0,82863,0,82863,Ola S1,100387
32,Doctor,1,Master's,3,0,0,1,215921,78355,294276,Revolt RV400,136860
36,Businessman,0,MBA,2,0,1,0,199846,0,199846,Okinawa iPraise,108328
57,Consultant,0,MBA,3,0,1,0,174279,0,174279,Bajaj Chetak,111654
36,Teacher,1,High School,4,1,0,0,51309,0,51309,Revolt RV400,126706
33,Businessman,1,Bachelor's,4,0,1,1,80212,115716,195928,Revolt RV400,137319
25,Designer,0,Bachelor's,0,0,1,0,77452,0,77452,Hero Photon,88244
54,Sales Exec,1,MBA,2,0,1,1,49473,33500,82973,Bajaj Chetak,113271
33,Doctor,1,Master's,2,0,1,1,217871,125494,343365,Revolt RV400,133258
27,Doctor,1,High School,1,1,0,0,174302,0,174302,Ola S1,106113
34,Doctor,1,Bachelor's,1,1,0,1,198949,85832,284781,TVS iQube,103821
46,Govt. Servant,1,High School,4,0,0,0,64860,0,64860,Okinawa iPraise,102911
32,Doctor,1,Bachelor's,0,0,0,0,131034,0,131034,Revolt RV400,135024
50,Consultant,0,Doctorate,4,1,1,0,101036,0,101036,TVS iQube,107940
54,Consultant,1,Doctorate,2,1,1,0,103677,0,103677,Revolt RV400,136192
25,Sales Exec,1,High School,2,1,0,0,28867,0,28867,Ola S1,101733
24,Sales Exec,0,MBA,4,0,1,0,54401,0,54401,Bajaj Chetak,128406
41,HR Manager,0,MBA,2,1,1,0,49522,0,49522,Pure EV EPluto,98344
42,Businessman,0,Bachelor's,1,1,1,0,113935,0,113935,Ola S1,116282
44,Consultant,1,Doctorate,2,1,1,1,195823,132967,328790,Ather 450X,142413
53,Consultant,1,Doctorate,1,1,0,1,116802,101558,218360,Bajaj Chetak,110077
45,Govt. Servant,1,High School,3,1,1,1,95672,106995,202667,TVS iQube,114408
24,Consultant,1,High School,0,1,0,0,150245,0,150245,Revolt RV400,133851
45,Consultant,1,MBA,0,0,1,0,89692,0,89692,Ampere Magnus,86881
39,HR Manager,1,MBA,2,0,0,0,48360,0,48360,Ola S1,100599
25,Teacher,0,MBA,0,1,0,0,45037,0,45037,TVS iQube,116419
25,HR Manager,0,Master's,3,1,0,0,60889,0,60889,TVS iQube,108944
37,Teacher,1,Doctorate,2,1,0,0,44439,0,44439,Revolt RV400,120489
23,HR Manager,1,Doctorate,1,0,0,1,145855,21775,167630,Ola S1,114135
36,Consultant,1,High School,3,0,1,1,124283,101930,226213,Ampere Magnus,82866
33,HR Manager,1,Doctorate,3,0,1,0,144920,0,144920,Ola S1,117702
33,Consultant,0,High School,0,0,1,0,126573,0,126573,Simple One,109124
32,Consultant,1,Master's,1,1,0,1,158370,76320,234690,Ola S1,107209
26,Sales Exec,1,MBA,4,0,1,1,46274,80592,126866,Bajaj Chetak,115795
34,Software Dev,0,Master's,3,1,0,0,103609,0,103609,Ola S1,106977
38,Teacher,1,MBA,0,1,0,0,21531,0,21531,TVS iQube,112816
54,Designer,1,MBA,3,1,0,1,30243,147787,178030,Pure EV EPluto,105260
36,Businessman,1,High School,1,1,0,0,191990,0,191990,Ampere Magnus,87812
54,Businessman,1,MBA,1,1,0,1,151954,82788,234742,TVS iQube,110258
38,HR Manager,0,Master's,2,1,0,0,114918,0,114918,Revolt RV400,126556
39,Software Dev,0,Bachelor's,4,1,0,0,63813,0,63813,Ather 450X,145298
55,Govt. Servant,1,High School,4,1,1,1,35453,39597,75050,Pure EV EPluto,95977
54,Designer,1,MBA,0,0,0,1,76144,30758,106902,Okinawa iPraise,100806
51,Businessman,0,MBA,4,1,0,0,157149,0,157149,Bajaj Chetak,126030
59,Engineer,0,Doctorate,1,0,1,0,108676,0,108676,Ola S1,115559
43,Doctor,1,High School,4,1,1,0,218106,0,218106,Ather 450X,140324
36,Engineer,1,High School,0,1,1,1,71941,90778,162719,Ather 450X,142171
26,Govt. Servant,1,Master's,3,1,1,1,30008,122843,152851,Revolt RV400,139453
20,Designer,0,Bachelor's,4,1,0,0,35001,0,35001,Pure EV EPluto,107915
54,Businessman,0,Master's,4,1,1,0,286245,0,286245,Hero Photon,88858
51,HR Manager,0,Master's,1,0,1,0,109239,0,109239,Simple One,112151
55,Doctor,1,Master's,1,1,0,1,92880,48183,141063,Ola S1,100278
32,Teacher,0,Bachelor's,3,0,1,0,45517,0,45517,Hero Photon,83648
25,Businessman,1,Master's,2,1,1,0,71342,0,71342,Okinawa iPraise,110865
33,Businessman,1,High School,4,0,0,0,169760,0,169760,Simple One,105339
56,Govt. Servant,0,Bachelor's,1,0,0,0,63533,0,63533,Ather 450X,143317
34,Businessman,1,MBA,2,0,1,0,287318,0,287318,Okinawa iPraise,102638
23,Designer,1,Doctorate,4,1,0,0,76559,0,76559,Revolt RV400,136204
59,Software Dev,1,Doctorate,4,0,0,1,129022,116998,246020,Ola S1,100999
35,Designer,1,High School,2,0,0,0,75567,0,75567,Simple One,112006
47,Teacher,0,Doctorate,1,1,1,0,20679,0,20679,Ampere Magnus,70494
35,Software Dev,0,Doctorate,3,1,1,0,79867,0,79867,Okinawa iPraise,105781
23,Businessman,1,Doctorate,4,1,0,0,280610,0,280610,Hero Photon,89972
45,Businessman,1,MBA,0,0,0,1,248052,29091,277143,TVS iQube,104475
47,Doctor,0,Doctorate,0,1,0,0,119806,0,119806,Ola S1,106144
51,Businessman,1,Master's,0,1,1,0,176237,0,176237,Ather 450X,145213
21,Consultant,1,High School,3,0,1,0,84862,0,84862,Hero Photon,80066
50,Teacher,0,High School,4,1,1,0,27309,0,27309,Hero Photon,88645
22,Sales Exec,1,High School,1,1,1,1,34104,107278,141382,Okinawa iPraise,119139
27,HR Manager,0,MBA,1,1,1,0,49300,0,49300,Hero Photon,81354
43,Doctor,1,MBA,3,1,1,1,177166,108218,285384,Hero Photon,88253
34,Engineer,1,Doctorate,4,0,0,0,32140,0,32140,Bajaj Chetak,127322
50,Software Dev,0,Master's,2,1,1,0,125421,0,125421,Pure EV EPluto,104477
28,Sales Exec,1,Doctorate,2,0,1,0,31692,0,31692,Revolt RV400,127544
58,HR Manager,1,High School,4,1,1,1,146654,31197,177851,Hero Photon,87603
21,Businessman,1,Master's,4,0,0,0,75683,0,75683,Ather 450X,143610
27,Designer,0,High School,1,0,0,0,83365,0,83365,TVS iQube,113020
26,Consultant,1,Master's,3,1,0,0,188432,0,188432,Bajaj Chetak,118959
58,Software Dev,1,Bachelor's,3,1,0,0,51871,0,51871,Pure EV EPluto,101496
35,Software Dev,1,MBA,1,1,0,0,138560,0,138560,Ampere Magnus,82288
54,Software Dev,1,MBA,0,0,0,0,41859,0,41859,Bajaj Chetak,112877
49,Teacher,0,High School,2,0,0,0,39130,0,39130,Pure EV EPluto,108623
29,Software Dev,0,High School,4,1,0,0,47399,0,47399,Ampere Magnus,86148
57,Doctor,1,Bachelor's,2,0,1,0,124589,0,124589,Hero Photon,82663
37,HR Manager,0,Doctorate,2,1,1,0,110009,0,110009,Okinawa iPraise,100100
24,Designer,1,Master's,3,1,1,0,76327,0,76327,Okinawa iPraise,100833
48,Doctor,1,Bachelor's,1,1,1,0,156630,0,156630,Pure EV EPluto,103815
58,Doctor,1,Bachelor's,0,1,0,0,104877,0,104877,Ola S1,110668
53,Consultant,1,High School,0,0,1,0,90693,0,90693,Hero Photon,86514
42,Designer,1,High School,1,1,1,0,75567,0,75567,Simple One,109147
24,Consultant,1,Doctorate,2,0,1,1,51044,127526,178570,Ampere Magnus,83821
49,Software Dev,0,Doctorate,1,1,1,0,44892,0,44892,Ampere Magnus,88464
25,Software Dev,0,High School,1,1,1,0,98443,0,98443,Revolt RV400,133578
23,Doctor,0,MBA,4,0,0,0,123909,0,123909,Okinawa iPraise,115282
48,Doctor,1,Doctorate,4,0,1,0,232008,0,232008,TVS iQube,104828
42,Software Dev,1,Bachelor's,2,1,0,0,64223,0,64223,Ampere Magnus,72588
25,Govt. Servant,0,High School,3,1,0,0,84952,0,84952,Ather 450X,148128
51,HR Manager,1,Master's,0,0,0,0,98133,0,98133,Ather 450X,149757
37,Teacher,0,Master's,4,0,1,0,28675,0,28675,Pure EV EPluto,106969
34,Sales Exec,1,MBA,2,0,0,0,67243,0,67243,TVS iQube,107980
59,Businessman,0,High School,1,1,1,0,179880,0,179880,TVS iQube,116958
51,Engineer,1,Bachelor's,4,1,1,0,91908,0,91908,Ather 450X,141152
28,Designer,1,MBA,1,1,1,1,40759,32725,73484,Ampere Magnus,88952
56,Consultant,1,Bachelor's,1,1,0,1,77803,60407,138210,Ather 450X,144913
29,Designer,0,Master's,4,0,1,0,47588,0,47588,Ampere Magnus,71400
39,Software Dev,1,Bachelor's,2,0,1,0,130063,0,130063,Hero Photon,81961
25,Sales Exec,0,Master's,0,0,0,0,32491,0,32491,Hero Photon,89729
22,Engineer,1,Doctorate,2,0,0,0,109124,0,109124,Pure EV EPluto,96599
30,Doctor,1,Master's,3,0,1,0,134290,0,134290,Hero Photon,82653
36,Doctor,1,Master's,3,0,0,0,198118,0,198118,Revolt RV400,124753
51,Consultant,1,MBA,0,1,0,1,135948,111592,247540,Bajaj Chetak,110828
23,HR Manager,1,MBA,3,1,0,0,136979,0,136979,Bajaj Chetak,125418
23,Businessman,1,High School,1,0,1,1,73043,27616,100659,Bajaj Chetak,128949
36,HR Manager,0,High School,3,0,0,0,84019,0,84019,Ola S1,104876
38,Sales Exec,1,Master's,4,1,1,1,64597,62721,127318,Bajaj Chetak,128958
24,HR Manager,0,Doctorate,1,0,1,0,69096,0,69096,TVS iQube,106741
51,Consultant,0,High School,2,1,1,0,133771,0,133771,Revolt RV400,124178
41,Engineer,1,Master's,0,1,1,1,105307,26759,132066,TVS iQube,113227
25,Engineer,1,MBA,4,0,1,0,80508,0,80508,Bajaj Chetak,122167
54,Engineer,0,High School,4,0,0,0,37912,0,37912,Okinawa iPraise,106349
41,Doctor,1,High School,0,1,1,0,222844,0,222844,Hero Photon,88352
20,Govt. Servant,0,Master's,3,1,1,0,60378,0,60378,Bajaj Chetak,124528
39,Sales Exec,1,Master's,0,0,1,0,31172,0,31172,TVS iQube,115476
41,Businessman,1,Bachelor's,0,1,0,1,197036,115070,312106,TVS iQube,105682
30,Sales Exec,1,Bachelor's,3,0,1,1,24026,94342,118368,Bajaj Chetak,125194
32,Sales Exec,1,Doctorate,2,1,0,1,47708,99702,147410,Ampere Magnus,87979
22,HR Manager,0,High School,0,0,0,0,65415,0,65415,TVS iQube,107256
28,Teacher,1,Bachelor's,3,1,0,1,37427,43490,80917,Okinawa iPraise,104641
31,Sales Exec,0,Master's,4,0,1,0,74187,0,74187,Ampere Magnus,81047
42,Consultant,0,High School,0,0,1,0,165375,0,165375,Pure EV EPluto,105726
33,Teacher,1,Bachelor's,0,0,1,0,58217,0,58217,Bajaj Chetak,115642
52,Govt. Servant,0,Doctorate,2,0,0,0,61480,0,61480,Ola S1,103278
37,Consultant,1,Doctorate,2,0,1,1,156699,147078,303777,Ampere Magnus,75618
28,Sales Exec,1,Doctorate,4,1,1,0,78807,0,78807,TVS iQube,101308
42,Designer,0,Doctorate,2,1,0,0,49501,0,49501,Bajaj Chetak,112781
29,Doctor,1,Master's,4,0,1,0,138892,0,138892,Pure EV EPluto,90384
38,HR Manager,1,Doctorate,0,1,0,0,117245,0,117245,Simple One,105584
24,Software Dev,1,MBA,3,1,1,1,42055,131251,173306,Ampere Magnus,75066
42,Businessman,1,Doctorate,2,0,1,1,131267,111321,242588,Pure EV EPluto,100652
49,Businessman,0,Bachelor's,4,1,0,0,233853,0,233853,Ampere Magnus,84526
44,Consultant,1,High School,2,1,0,0,99945,0,99945,Pure EV EPluto,97883
47,Businessman,1,Bachelor's,2,1,1,0,72149,0,72149,Okinawa iPraise,119002
53,Teacher,1,High School,1,0,1,0,33608,0,33608,Okinawa iPraise,109707
44,Engineer,0,Master's,0,1,1,0,102382,0,102382,Okinawa iPraise,114938
29,Designer,0,High School,2,1,0,0,31804,0,31804,Ather 450X,144750
33,Software Dev,1,MBA,3,0,1,1,52641,24783,77424,Ather 450X,142760
49,Businessman,1,Doctorate,1,1,1,1,189765,40377,230142,Ather 450X,142749
44,Businessman,1,Bachelor's,4,0,0,1,214857,149441,364298,Pure EV EPluto,102303
33,Consultant,1,High School,4,1,1,1,110631,95679,206310,Okinawa iPraise,115485
54,Sales Exec,1,Bachelor's,3,0,1,1,20759,82816,103575,Simple One,109215
53,Doctor,1,Doctorate,3,0,1,1,129396,126791,256187,Ola S1,110639
29,HR Manager,0,Master's,0,0,0,0,54859,0,54859,Okinawa iPraise,109940
54,HR Manager,1,Doctorate,3,1,1,1,58025,59428,117453,Okinawa iPraise,116923
30,HR Manager,0,Master's,4,0,0,0,129111,0,129111,Hero Photon,82937
30,HR Manager,0,Bachelor's,0,1,1,0,90964,0,90964,Bajaj Chetak,122664
40,Govt. Servant,1,Master's,3,1,0,0,80968,0,80968,Ola S1,107778
40,Software Dev,0,Master's,3,1,0,0,70727,0,70727,TVS iQube,105093
41,Sales Exec,1,Master's,4,1,0,1,65731,86057,151788,Pure EV EPluto,96982
26,Doctor,0,Master's,0,0,0,0,143745,0,143745,Pure EV EPluto,103470
36,Doctor,0,Master's,1,0,0,0,95953,0,95953,Hero Photon,88213
21,Consultant,1,High School,1,0,0,0,116097,0,116097,Revolt RV400,124120
31,Designer,1,Master's,0,1,1,1,95773,134147,229920,Ampere Magnus,79773
37,Businessman,1,Master's,3,0,0,0,141514,0,141514,Pure EV EPluto,91065
30,Businessman,1,Doctorate,3,1,1,1,81325,140029,221354,Ather 450X,142592
35,Sales Exec,0,Doctorate,0,1,1,0,78204,0,78204,Ather 450X,142554
37,Govt. Servant,1,Doctorate,1,0,0,1,76206,76904,153110,Ather 450X,140345
54,Teacher,0,Master's,2,0,1,0,43851,0,43851,Ather 450X,144910
45,Engineer,1,Doctorate,4,1,1,1,97743,143565,241308,Hero Photon,80466
35,Sales Exec,1,High School,0,1,1,0,25557,0,25557,Simple One,110737
25,Teacher,1,Bachelor's,2,0,0,0,31664,0,31664,Hero Photon,83383
31,Engineer,1,Doctorate,4,0,1,0,116923,0,116923,Okinawa iPraise,116536
32,Doctor,0,Doctorate,2,0,1,0,79033,0,79033,Hero Photon,87481
23,Govt. Servant,1,High School,2,1,1,0,94755,0,94755,Okinawa iPraise,112082
58,Sales Exec,0,MBA,4,1,0,0,74466,0,74466,Revolt RV400,124202
21,HR Manager,0,MBA,2,0,0,0,77481,0,77481,Simple One,107369
45,Doctor,1,High School,1,1,1,0,65578,0,65578,TVS iQube,102511
46,Teacher,0,Doctorate,0,1,1,0,28262,0,28262,Simple One,111150
46,Sales Exec,0,Bachelor's,1,0,0,0,76217,0,76217,TVS iQube,102416
34,Sales Exec,1,Doctorate,1,0,1,1,47492,56383,103875,Bajaj Chetak,124561
27,Consultant,1,High School,4,1,1,1,145659,99804,245463,Ampere Magnus,75037
26,Software Dev,0,High School,4,1,0,0,143919,0,143919,Hero Photon,86247
59,Doctor,1,Master's,4,0,1,0,213631,0,213631,Okinawa iPraise,105941
31,Sales Exec,1,High School,2,0,1,0,60613,0,60613,TVS iQube,115310
32,Businessman,1,Master's,2,0,1,1,120387,87156,207543,Bajaj Chetak,119792
36,Businessman,1,High School,0,0,0,0,167801,0,167801,Revolt RV400,134839
36,Software Dev,1,Master's,2,0,0,0,126862,0,126862,Revolt RV400,126589
55,Sales Exec,1,Master's,0,1,0,0,53230,0,53230,Revolt RV400,131717
40,HR Manager,1,Doctorate,1,0,0,0,85765,0,85765,Ather 450X,149011
27,Software Dev,0,Master's,0,0,1,0,46390,0,46390,Revolt RV400,128338
24,Software Dev,1,MBA,0,1,0,1,52416,48585,101001,Hero Photon,84547
45,Teacher,1,High School,4,0,0,0,25829,0,25829,Hero Photon,81673
35,Teacher,1,Bachelor's,2,1,0,0,42860,0,42860,Bajaj Chetak,114727
55,Designer,0,High School,3,0,1,0,35194,0,35194,Hero Photon,80170
47,Doctor,1,Doctorate,3,1,1,1,106039,107921,213960,Simple One,112854
48,Engineer,1,Doctorate,4,1,0,1,111875,86040,197915,Ola S1,108572
31,Software Dev,1,Master's,1,0,1,0,108376,0,108376,Ola S1,102678
56,Teacher,1,Doctorate,1,0,0,1,52819,60217,113036,Pure EV EPluto,93317
49,Govt. Servant,1,Doctorate,1,1,1,1,75875,93622,169497,Simple One,117127
42,Designer,0,High School,0,1,0,0,60765,0,60765,Pure EV EPluto,99864
35,Sales Exec,1,MBA,2,0,1,0,74920,0,74920,Ampere Magnus,75815
33,Doctor,1,MBA,1,1,0,1,92556,39848,132404,Ampere Magnus,78912
29,Sales Exec,0,Master's,3,1,1,0,62275,0,62275,Pure EV EPluto,94328
26,Designer,0,Doctorate,0,1,1,0,56760,0,56760,Simple One,107131
56,Consultant,1,Doctorate,1,0,0,1,89847,68580,158427,Ampere Magnus,79072
48,Businessman,1,MBA,1,1,0,1,244241,26198,270439,Simple One,115499
22,Doctor,1,Master's,2,0,1,1,245431,123047,368478,Ampere Magnus,86941
34,Businessman,0,Doctorate,2,1,1,0,293340,0,293340,Bajaj Chetak,124696
55,Govt. Servant,0,Master's,0,1,0,0,77148,0,77148,TVS iQube,115206
38,Sales Exec,0,High School,3,0,0,0,41344,0,41344,Ola S1,111717
32,Consultant,1,Doctorate,4,0,1,1,167920,109067,276987,Ather 450X,142606
40,Govt. Servant,1,Doctorate,3,0,1,1,66124,143507,209631,Okinawa iPraise,116952
56,Engineer,1,Doctorate,2,1,0,0,115925,0,115925,Ampere Magnus,80302
46,Sales Exec,1,MBA,2,1,0,0,77135,0,77135,Ampere Magnus,84419
48,Designer,0,MBA,4,0,1,0,79136,0,79136,Ampere Magnus,75774
39,Consultant,0,Doctorate,3,1,1,0,132892,0,132892,Ola S1,108057
44,Doctor,0,Doctorate,3,0,1,0,101786,0,101786,Okinawa iPraise,104106
25,Consultant,0,High School,4,1,0,0,99469,0,99469,Hero Photon,89085
55,Sales Exec,0,High School,2,0,1,0,20766,0,20766,Bajaj Chetak,128411
21,Teacher,1,Master's,0,0,0,0,22478,0,22478,Revolt RV400,138175
41,Govt. Servant,1,Master's,3,1,1,1,50282,43607,93889,TVS iQube,118482
51,Consultant,1,MBA,1,0,1,0,112138,0,112138,Ola S1,101419
35,Businessman,1,Bachelor's,3,0,0,1,269041,45526,314567,Bajaj Chetak,124838
37,Govt. Servant,1,High School,3,0,0,1,52104,71954,124058,Ather 450X,142420
24,Businessman,1,Master's,3,0,0,1,234857,95501,330358,Ola S1,109170
55,Consultant,0,High School,2,0,1,0,138600,0,138600,Simple One,105522
49,Teacher,1,High School,1,1,1,1,47003,78154,125157,Ampere Magnus,80112
38,Govt. Servant,0,Bachelor's,3,0,0,0,43901,0,43901,Bajaj Chetak,119869
42,Designer,0,High School,0,1,1,0,32161,0,32161,Ola S1,103408
53,Govt. Servant,0,Bachelor's,1,0,0,0,37111,0,37111,Bajaj Chetak,124913
32,Doctor,1,Bachelor's,4,1,1,0,228193,0,228193,Ola S1,105734
48,Consultant,1,High School,0,0,1,0,179168,0,179168,Ola S1,100421
55,Engineer,1,High School,4,1,0,0,107615,0,107615,Ampere Magnus,77124
41,Sales Exec,1,Master's,3,0,0,0,51713,0,51713,Ola S1,108371
55,Software Dev,1,High School,2,0,0,0,144402,0,144402,Hero Photon,89622
28,HR Manager,1,High School,3,1,1,1,61339,46442,107781,Hero Photon,82624
58,Engineer,1,High School,3,1,1,0,77717,0,77717,Ola S1,111470
38,Businessman,1,Master's,4,1,1,1,243345,93783,337128,Ampere Magnus,87827
57,Designer,0,Bachelor's,3,0,1,0,94863,0,94863,Hero Photon,80829
25,Designer,0,Master's,0,1,0,0,45966,0,45966,Ather 450X,146593
34,HR Manager,1,High School,2,0,0,0,120645,0,120645,Pure EV EPluto,103492
39,Teacher,0,Doctorate,4,1,1,0,59451,0,59451,Ampere Magnus,73564
28,Doctor,1,High School,1,0,0,0,93927,0,93927,TVS iQube,101802
51,Sales Exec,1,Master's,3,0,1,1,70816,32451,103267,Hero Photon,82671
23,Engineer,1,Master's,4,1,0,1,75545,44465,120010,Ampere Magnus,88569
37,Software Dev,0,MBA,3,0,0,0,123922,0,123922,Ather 450X,144099
24,Govt. Servant,1,Doctorate,3,0,1,1,53825,40254,94079,Hero Photon,87989
39,HR Manager,1,Master's,4,1,1,1,107805,22536,130341,Revolt RV400,120465
42,Teacher,1,Bachelor's,0,1,0,0,25455,0,25455,Bajaj Chetak,118191
30,Designer,1,High School,1,1,1,1,62347,128551,190898,Simple One,112651
56,Software Dev,1,Bachelor's,3,1,0,0,120814,0,120814,Ampere Magnus,84933
41,Designer,1,Master's,0,1,1,0,88319,0,88319,Simple One,104669
23,Consultant,0,Master's,3,0,0,0,76122,0,76122,Okinawa iPraise,111470
48,HR Manager,1,Bachelor's,3,0,1,1,56239,108675,164914,TVS iQube,111179
53,Teacher,0,Bachelor's,0,0,0,0,46838,0,46838,Hero Photon,89727
32,Govt. Servant,0,MBA,3,0,1,0,62539,0,62539,Okinawa iPraise,107562
28,Businessman,0,High School,1,1,0,0,143106,0,143106,Simple One,107891
50,Teacher,1,Bachelor's,4,1,0,1,28818,110098,138916,Simple One,107642
26,Sales Exec,0,High School,0,0,1,0,35061,0,35061,Ola S1,109586
23,Govt. Servant,0,Doctorate,2,0,0,0,34034,0,34034,Okinawa iPraise,110382
38,Engineer,1,Master's,3,0,1,0,36087,0,36087,Revolt RV400,126786
49,Teacher,1,Bachelor's,4,0,1,1,53420,118450,171870,Pure EV EPluto,109571
50,Govt. Servant,0,Doctorate,1,0,0,0,46896,0,46896,TVS iQube,117135
54,Engineer,1,Master's,1,1,1,1,58188,115637,173825,Revolt RV400,122330
40,Teacher,1,MBA,2,0,1,0,22444,0,22444,Simple One,112418
50,Software Dev,0,Master's,1,0,1,0,49001,0,49001,Simple One,110370
38,Businessman,1,Bachelor's,4,0,1,1,166540,79457,245997,TVS iQube,103670
50,Software Dev,1,Doctorate,2,0,1,0,92061,0,92061,Simple One,113121
51,Sales Exec,1,Doctorate,0,1,0,0,32687,0,32687,Simple One,102235
21,Govt. Servant,1,Doctorate,2,1,1,1,58475,63146,121621,Ather 450X,148613
29,Engineer,1,Master's,0,0,1,1,55078,24290,79368,Ola S1,111388
21,Consultant,0,High School,1,0,0,0,140151,0,140151,TVS iQube,101665
21,Teacher,1,High School,4,1,1,1,32636,71488,104124,Pure EV EPluto,92162
43,Consultant,0,Master's,3,1,1,0,181293,0,181293,Okinawa iPraise,105953
36,Teacher,1,Bachelor's,2,1,0,1,27094,36841,63935,Bajaj Chetak,114195
51,Sales Exec,0,Master's,1,0,0,0,46041,0,46041,Bajaj Chetak,119691
35,Consultant,1,High School,4,0,0,1,127363,84308,211671,Hero Photon,88909
35,Engineer,0,Master's,3,0,1,0,91503,0,91503,Simple One,119485
58,Doctor,1,Doctorate,2,0,1,1,133697,49100,182797,Simple One,100903
50,Software Dev,1,Bachelor's,4,0,0,1,78831,93922,172753,Pure EV EPluto,100847
43,Engineer,1,Bachelor's,1,0,0,0,37022,0,37022,TVS iQube,117149
20,Designer,1,MBA,2,0,0,1,59695,50330,110025,Pure EV EPluto,91811
30,HR Manager,1,Master's,2,0,1,1,61845,126790,188635,Ather 450X,144174
40,Sales Exec,0,Doctorate,0,0,0,0,49705,0,49705,Ola S1,111929
23,Businessman,0,Master's,0,0,1,0,153826,0,153826,Revolt RV400,120824
26,Teacher,1,MBA,2,0,0,0,23445,0,23445,TVS iQube,114034
45,Engineer,1,MBA,4,1,1,0,90781,0,90781,Pure EV EPluto,94923
31,Consultant,0,Master's,1,1,0,0,128174,0,128174,Ola S1,109747
50,HR Manager,0,Master's,3,0,0,0,148642,0,148642,Ola S1,104210
36,Doctor,0,Master's,0,0,0,0,117133,0,117133,Hero Photon,83353
52,Designer,1,High School,1,0,0,0,53356,0,53356,Ola S1,107160
30,Consultant,0,MBA,2,1,1,0,50897,0,50897,Ather 450X,142527
47,Software Dev,1,Bachelor's,1,0,0,0,76677,0,76677,Bajaj Chetak,124421
51,Doctor,0,High School,1,0,0,0,93344,0,93344,Ola S1,100733
20,HR Manager,0,Doctorate,1,0,0,0,53986,0,53986,Okinawa iPraise,102597
47,Govt. Servant,0,Bachelor's,2,1,1,0,31244,0,31244,Ather 450X,141208
26,Govt. Servant,1,Bachelor's,0,0,0,1,46573,52504,99077,Ather 450X,141565
21,HR Manager,1,Bachelor's,3,1,0,0,52146,0,52146,Okinawa iPraise,103826
43,Govt. Servant,0,MBA,4,0,0,0,58757,0,58757,Pure EV EPluto,101138
23,Sales Exec,1,Doctorate,0,1,1,0,75201,0,75201,Bajaj Chetak,118951
38,Engineer,0,High School,3,1,1,0,52857,0,52857,Hero Photon,85686
45,Teacher,1,Doctorate,2,0,1,0,43732,0,43732,Bajaj Chetak,115094
30,Engineer,1,High School,3,0,1,0,57642,0,57642,Hero Photon,85473
59,Designer,0,MBA,2,1,1,0,74315,0,74315,Ampere Magnus,89564
30,Engineer,1,Doctorate,3,0,1,0,100166,0,100166,Bajaj Chetak,120954
22,Engineer,1,Bachelor's,0,1,0,0,108667,0,108667,Bajaj Chetak,124668
31,Software Dev,0,Doctorate,2,1,1,0,84620,0,84620,Ola S1,106721
22,Teacher,1,MBA,1,0,0,1,35203,48068,83271,Hero Photon,88116
46,Engineer,0,MBA,2,1,0,0,99230,0,99230,Bajaj Chetak,117837
21,Teacher,1,MBA,2,1,0,0,57008,0,57008,Bajaj Chetak,116581
35,Businessman,0,High School,3,1,1,0,255642,0,255642,TVS iQube,111982
21,Govt. Servant,1,Doctorate,2,0,1,0,48016,0,48016,Ather 450X,143414
49,Consultant,0,Bachelor's,3,0,0,0,51338,0,51338,Ather 450X,148110
39,Software Dev,0,Bachelor's,0,1,0,0,89877,0,89877,Okinawa iPraise,116525
57,Govt. Servant,0,Master's,2,0,0,0,76913,0,76913,Bajaj Chetak,118257
47,Teacher,0,MBA,1,0,1,0,50281,0,50281,TVS iQube,107129
44,Govt. Servant,1,Bachelor's,1,0,0,1,75862,141441,217303,Ather 450X,146070
51,Engineer,0,MBA,0,1,0,0,32585,0,32585,Hero Photon,84651
29,Consultant,1,Bachelor's,1,0,0,0,109101,0,109101,Ampere Magnus,84521
59,Engineer,0,Doctorate,3,0,1,0,57541,0,57541,Ampere Magnus,70038
52,Designer,1,Master's,2,0,1,1,77818,54865,132683,Okinawa iPraise,103614
32,Engineer,1,MBA,4,1,1,1,44101,27437,71538,Ampere Magnus,78255
56,Consultant,1,High School,2,0,1,1,198745,65875,264620,Ampere Magnus,79473
